address,category,closed_from,closed_to,closed_to_date,district,formatted_add,lat,lng,municipality,notes,retrieval_date,school,school_code,search_coo,status,status_date,latest_update,level,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,status_match
ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ 9,,2021-01-25,07-02-2021,2021-02-07,,"Meg. Alexandrou 9, Serres 621 00, Greece",41.0910291,23.5550292,ΣΕΡΡΩΝ,,2021-01-26,19ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΕΡΡΩΝ,9440417.0,"19ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΕΡΡΩΝ,ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ 9,ΣΕΡΡΩΝ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΑΡΓΥΡΟΥΠΟΛΕΩΣ 24,,2021-01-21,03-02-2021,2021-02-03,,"Argiroupoleos 24, Nea Palatia 190 15, Greece",38.31851160000001,23.7943214,ΩΡΩΠΟΥ,Γ1 (Γ Τάξη) από 21/1 έως και 3/2,2021-01-26,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΚΑΛΑΣ ΩΡΩΠΟΥ ΚΑΙ ΝΕΩΝ ΠΑΛΑΤΙΩΝ,9050290.0,"1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΚΑΛΑΣ ΩΡΩΠΟΥ ΚΑΙ ΝΕΩΝ ΠΑΛΑΤΙΩΝ,ΑΡΓΥΡΟΥΠΟΛΕΩΣ 24,ΩΡΩΠΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΡΙΣΤΕΙΔΟΥ,,2021-01-21,03-02-2021,2021-02-03,,"Aristidou, Pallini 153 51, Greece",37.9804176,23.8552978,ΠΑΛΛΗΝΗΣ,"Δ2 (Δ Τάξη), ΣΤ5 (ΣΤ Τάξη) από 21/1 έως και 3/2",2021-01-26,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ - ΕΡΑΣΜΕΙΟΣ ΕΛΛΗΝΟΓΕΡΜΑΝΙΚΗ ΣΧΟΛΗ Α.Ε.,7521058.0,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ - ΕΡΑΣΜΕΙΟΣ ΕΛΛΗΝΟΓΕΡΜΑΝΙΚΗ ΣΧΟΛΗ Α.Ε.,ΑΡΙΣΤΕΙΔΟΥ,ΠΑΛΛΗΝΗΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΚΑΥΚΑΣΟΥ ΚΑΙ ΛΗΜΝΟΥ,,2021-01-25,05-02-2021,2021-02-05,,"Limnou, Koridallos 181 21, Greece",37.9798363,23.659764,ΚΟΡΥΔΑΛΛΟΥ,"Ε1 (Ε Τάξη), Ε1 ΑΓΓΛΙΚΑ (Ε Τάξη) από 25/1 έως και 5/2",2021-01-26,13ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΡΥΔΑΛΛΟΥ,9520083.0,"13ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΡΥΔΑΛΛΟΥ,ΚΑΥΚΑΣΟΥ ΚΑΙ ΛΗΜΝΟΥ,ΚΟΡΥΔΑΛΛΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΤΕΡΜΑ ΑΘ. ΔΙΑΚΟΥ,,2021-01-25,05-02-2021,2021-02-05,,"Kamatero 134 51, Greece",38.0592002,23.7121285,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ,"ΚΛΑΣΣΙΚΟ 2 (ΠΡΟΝΗΠΙΑ-ΝΗΠΙΑ Τάξη), ΟΛΟΗΜΕΡΟ 2 (ΠΡΟΝΗΠΙΑ-ΝΗΠΙΑ Τάξη) από 25/1 έως και 5/2",2021-01-26,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΜΑΤΕΡΟΥ,9521570.0,"12ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΜΑΤΕΡΟΥ,ΤΕΡΜΑ ΑΘ. ΔΙΑΚΟΥ,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
Π. ΡΑΛΛΗ 432,,2021-01-26,08-02-2021,2021-02-08,,"Nikitara, και, Petrou Ralli 432, Nikea 184 51, Greece",37.9654605,23.6359668,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ Ι. ΡΕΝΤΗ,"Ε1 ΑΓΓΛΙΚΑ (Ε Τάξη), Ε1 ΓΑΛΛΙΚΑ (Ε Τάξη), Ε1 ΓΠΔ (Ε Τάξη) από 26/1 έως και 8/2",2021-01-26,11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΙΚΑΙΑΣ,9520125.0,"11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΙΚΑΙΑΣ,Π. ΡΑΛΛΗ 432,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ Ι. ΡΕΝΤΗ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΛΥΚΕΙΟΥ,,2021-01-25,03-02-2021,2021-02-03,,"Arriana 693 00, Greece",41.0822541,25.6923217,ΑΡΡΙΑΝΩΝ,,2021-01-26,ΝΗΠΙΑΓΩΓΕΙΟ ΛΥΚΕΙΟΥ,9521254.0,"ΝΗΠΙΑΓΩΓΕΙΟ ΛΥΚΕΙΟΥ,ΛΥΚΕΙΟΥ,ΑΡΡΙΑΝΩΝ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΦΛΟΙΑΣ 33,,2021-01-22,04-02-2021,2021-02-04,,"Flias 33, Marousi 151 25, Greece",38.0507917,23.8135431,ΑΜΑΡΟΥΣΙΟΥ,Δ (Δ Τάξη) από 22/1 έως και 4/2,2021-01-26,11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,9050956.0,"11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,ΦΛΟΙΑΣ 33,ΑΜΑΡΟΥΣΙΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΚΕΦΑΛΛΗΝΙΑΣ ΚΑΙ ΦΟΛΕΓΑΝΔΡΟΥ,,2021-01-25,05-02-2021,2021-02-05,,"Kefallinias ke Folegandrou, Glifada 165 61, Greece",37.8808335,23.7656191,ΓΛΥΦΑΔΑΣ,Ε1 (Ε Τάξη) από 25/1 έως και 5/2,2021-01-26,10ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΦΑΔΑΣ,9051172.0,"10ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΦΑΔΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ ΚΑΙ ΦΟΛΕΓΑΝΔΡΟΥ,ΓΛΥΦΑΔΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΝΗΛΕΩΣ 1,,2021-01-25,04-02-2021,2021-02-04,,"Papathanasiou ke Nileos 1, Chalkida 341 00, Greece",38.4730441,23.6041464,ΧΑΛΚΙΔΕΩΝ,"Γ2 (Γ Τάξη), Γ2 ΑΓΓΛΙΚΑ (Γ Τάξη) από 25/1 έως και 4/2",2021-01-26,13ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΛΚΙΔΑΣ,9120216.0,"13ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΛΚΙΔΑΣ,ΝΗΛΕΩΣ 1,ΧΑΛΚΙΔΕΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΜΙΝΩΟΣ ΚΑΙ ΠΡΟΟΔΟΥ,,2021-01-26,08-02-2021,2021-02-08,,"Minoos 2-14, Egaleo 122 41, Greece",37.9809402,23.6734584,ΑΙΓΑΛΕΩ,Α1 γυμν (Α Τάξη) από 26/1 έως και 8/2,2021-01-26,ΕΝΙΑΙΟ ΕΙΔΙΚΟ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΓΥΜΝΑΣΙΟ - ΛΥΚΕΙΟ ΑΙΓΑΛΕΩ,558001.0,"ΕΝΙΑΙΟ ΕΙΔΙΚΟ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΓΥΜΝΑΣΙΟ - ΛΥΚΕΙΟ ΑΙΓΑΛΕΩ,ΜΙΝΩΟΣ ΚΑΙ ΠΡΟΟΔΟΥ,ΑΙΓΑΛΕΩ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Ειδικά σχολεία & ΕΕΕΕΚ,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΘΟΥΚΥΔΙΔΟΥ 9,,2021-01-25,04-02-2021,2021-02-04,,"Thoukididou 9, Athina 105 57, Greece",37.9740735,23.7308378,ΑΘΗΝΑΙΩΝ,Γ2 (Γ Τάξη) από 25/1 έως και 4/2,2021-01-26,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ  - ΣΧΟΛΗ ΧΙΛΛ,7051010.0,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ  - ΣΧΟΛΗ ΧΙΛΛ,ΘΟΥΚΥΔΙΔΟΥ 9,ΑΘΗΝΑΙΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΛΕΩΦΟΡΟΣ ΧΑΛΚΟΥΤΣΙΟΥ,,2021-01-25,05-02-2021,2021-02-05,,"Λεωφ. Χαλκουτσίου, Ag. Konstantinos 190 15, Greece",38.3280388,23.7758427,ΩΡΩΠΟΥ,"ΑΓΓΛΙΚΑ Β (Β Τάξη), Ζ0*Β1 (Β Τάξη), Ζ1*Β1 (Β Τάξη), Ζ2*Β1 (Β Τάξη), ΖΕΠ Β (Β Τάξη), ΤΑΞΗ Β (Β Τάξη) από 25/1 έως και 5/2",2021-01-26,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΛΚΟΥΤΣΙΟΥ,9050291.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΛΚΟΥΤΣΙΟΥ,ΛΕΩΦΟΡΟΣ ΧΑΛΚΟΥΤΣΙΟΥ,ΩΡΩΠΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΕΙΚΟΣΤΗΣ ΟΓΔΟΗΣ ΟΚΤΩΒΡΙΟΥ 1,,2021-01-22,04-02-2021,2021-02-04,,"28is Oktovriou 1, Delta 574 00, Greece",40.6661846,22.8005209,ΔΕΛΤΑ,"Γ1 (Γ Τάξη), Γ1 ΑΓΓΛΙΚΩΝ (Γ Τάξη) από 22/1 έως και 4/2",2021-01-26,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΙΝΔΟΥ,9190919.0,"3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΙΝΔΟΥ,ΕΙΚΟΣΤΗΣ ΟΓΔΟΗΣ ΟΚΤΩΒΡΙΟΥ 1,ΔΕΛΤΑ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΘ. ΔΙΑΚΟΥ 27,,2021-01-22,04-02-2021,2021-02-04,,"Athanasiou Diakou 27, Neapoli 567 27, Greece",40.6558649,22.9379785,ΝΕΑΠΟΛΗΣ-ΣΥΚΕΩΝ,Δ2 (Δ Τάξη) από 22/1 έως και 4/2,2021-01-26,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ  ΝΕΑΠΟΛΗΣ ΘΕΣΣΑΛΟΝΊΚΗΣ,9190067.0,"3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ  ΝΕΑΠΟΛΗΣ ΘΕΣΣΑΛΟΝΊΚΗΣ,ΑΘ. ΔΙΑΚΟΥ 27,ΝΕΑΠΟΛΗΣ-ΣΥΚΕΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΚΑΝΤΑΝΟΣ,,2021-01-25,03-02-2021,2021-02-03,,"Kandanos 730 04, Greece",35.3264274,23.7406266,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,"Α (Α Τάξη), ΑΓΓΛΙΚΑ Α (Α Τάξη) από 25/1 έως και 3/2",2021-01-26,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΝΤΑΝΟΥ ΧΑΝΙΩΝ,9500173.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΝΤΑΝΟΥ ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΣ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΛΕΒΑΔΕΙΑΣ - ΚΕΧΑΓΙΑ 6,,2021-01-21,10-02-2021,2021-02-10,,"Κεχαγιά, Pireas 185 41, Greece",37.9593523,23.6571306,ΠΕΙΡΑΙΩΣ,"Α΄ΚΕΡ1_ΓΠ (Α Τάξη), Α΄ΚΕΡ1_Κ (Α Τάξη), Β΄ΚΕΡ2_Β (Β Τάξη), Β΄ΚΕΡ2_ΓΠ (Β Τάξη), Β΄ΚΕΡ2_Κ (Β Τάξη), Γ΄ΚΕΡ3_ΓΠ (Γ Τάξη), Γ΄ΚΕΡ3_Κ (Γ Τάξη), Δ΄ΠΡΟ_ΓΠ (Δ Τάξη), Δ΄ΠΡΟ_Κ (Δ Τάξη), Ε΄ΚΕΡ4_Β (Ε Τάξη), Ε΄ΚΕΡ4_ΓΠ (Ε Τάξη), Ε΄ΚΕΡ4_Κ (Ε Τάξη), ΣΤ΄ΚΕΡ5_ΓΠ (ΣΤ Τάξη), ΣΤ΄ΚΕΡ5_Κ (ΣΤ Τάξη), ΣΤ΄ΚΕΡ6_Κ (ΣΤ Τάξη), ΣΤ΄ΚΕΡ6_Β (ΣΤ Τάξη), ΣΤ΄ΚΕΡ6_ΓΠ (ΣΤ Τάξη) από 28/1 έως και 10/2
Α΄ΜΑΓ1_Β (Α Τάξη), Α΄ΜΑΓ1_ΓΠ (Α Τάξη), Α΄ΜΑΓ1_Κ (Α Τάξη), Β΄ΜΑΓ2_ΓΠ (Β Τάξη), Β΄ΜΑΓ2_Κ (Β Τάξη), Γ΄ΜΑΓ3_ΓΠ (Γ Τάξη), Γ΄ΜΑΓ3_Κ (Γ Τάξη), Γ΄ΜΑΓ4_ΓΠ (Γ Τάξη), Γ΄ΜΑΓ4_Κ (Γ Τάξη), Δ΄ΜΑΓ5_Β (Δ Τάξη), Δ΄ΜΑΓ5_ΓΠ (Δ Τάξη), Δ΄ΜΑΓ5_Κ (Δ Τάξη), ΣΤ΄ΜΑΓ6_ΓΠ (ΣΤ Τάξη), ΣΤ΄ΜΑΓ6_Κ (ΣΤ Τάξη), ΣΤ΄ΜΑΓ7_Β (ΣΤ Τάξη), ΣΤ΄ΜΑΓ7_ΓΠ (ΣΤ Τάξη), ΣΤ΄ΜΑΓ7_Κ (ΣΤ Τάξη) από 21/1 έως και 3/2",2021-01-26,2ο ΕΕΕΕΚ ΠΕΙΡΑΙΑΣ - ΑΝΟΙΞΗ,559001.0,"2ο ΕΕΕΕΚ ΠΕΙΡΑΙΑΣ - ΑΝΟΙΞΗ,ΛΕΒΑΔΕΙΑΣ - ΚΕΧΑΓΙΑ 6,ΠΕΙΡΑΙΩΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Ειδικά σχολεία & ΕΕΕΕΚ,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΠΕΡΑΜΑ,,2021-01-22,04-02-2021,2021-02-04,,"Palea EO Rethimnou Irakliou 439, Perama 740 52, Greece",35.3682771,24.7027312,ΜΥΛΟΠΟΤΑΜΟΥ,Β΄ ΤΑΞΗ (Β Τάξη) από 22/1 έως και 4/2,2021-01-26,2ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΑΜΑΤΟΣ - ΟΚΤΑΘΕΣΙΟ ΟΛΟΗΜΕΡΟ ΔΗΜ.ΣΧΟΛΕΙΟ ΠΕΡΑΜΑΤΟΣ,9410242.0,"2ο ΟΛΟΗΜΕΡΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΑΜΑΤΟΣ - ΟΚΤΑΘΕΣΙΟ ΟΛΟΗΜΕΡΟ ΔΗΜ.ΣΧΟΛΕΙΟ ΠΕΡΑΜΑΤΟΣ,ΠΕΡΑΜΑ,ΜΥΛΟΠΟΤΑΜΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΜΥΡΡΙΝΟΥΝΤΟΣ 22,,2021-01-26,08-02-2021,2021-02-08,,"Markopoulo Mesogaias 190 03, Greece",37.8800703,23.9314001,ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,Α1 (Α Τάξη) από 26/1 έως και 8/2,2021-01-26,2ο   ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ  ΜΕΣΟΓΑΙΑΣ,9050585.0,"2ο   ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ  ΜΕΣΟΓΑΙΑΣ,ΜΥΡΡΙΝΟΥΝΤΟΣ 22,ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΠΛΑΤΕΙΑ ΠΑΝΤΟΚΡΑΤΟΡΑ 49,,2021-01-22,04-02-2021,2021-02-04,,"Pl. Pantokratoros, Patra 262 25, Greece",38.242792,21.7403193,ΠΑΤΡΕΩΝ,,2021-01-26,25ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΤΡΩΝ,9060412.0,"25ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΤΡΩΝ,ΠΛΑΤΕΙΑ ΠΑΝΤΟΚΡΑΤΟΡΑ 49,ΠΑΤΡΕΩΝ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΠΛΑΤΥ ΗΜΑΘΙΑΣ,,2021-01-25,05-02-2021,2021-02-05,,"Platy 590 32, Greece",40.64114379999999,22.5355057,ΑΛΕΞΑΝΔΡΕΙΑΣ,ΣΤ1΄ ΤΑΞΗ (ΣΤ Τάξη) από 25/1 έως και 5/2,2021-01-26,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΛΑΤΕΟΣ ΗΜΑΘΙΑΣ,9160176.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΛΑΤΕΟΣ ΗΜΑΘΙΑΣ,ΠΛΑΤΥ ΗΜΑΘΙΑΣ,ΑΛΕΞΑΝΔΡΕΙΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΗΡΑΚΛΕΙΑΝΟΥ 36,,2021-01-25,07-02-2021,2021-02-07,,"Iraklianou 36, Larisa 414 47, Greece",39.64011680000001,22.4032557,ΛΑΡΙΣΑΙΩΝ,Ε1 (Ε Τάξη) από 25/1 έως και 7/2,2021-01-26,27ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,9310401.0,"27ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,ΗΡΑΚΛΕΙΑΝΟΥ 36,ΛΑΡΙΣΑΙΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΚΡΟΠΟΛΕΩΣ 24,,2021-01-27,09-02-2021,2021-02-09,,"Akropoleos 24, Petroupoli 132 31, Greece",38.0375591,23.6700602,ΠΕΤΡΟΥΠΟΛΕΩΣ,,2021-01-27,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9050962.0,"8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,ΑΚΡΟΠΟΛΕΩΣ 24,ΠΕΤΡΟΥΠΟΛΕΩΣ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΟΔ. ΕΛΥΤΗ 2,,2021-01-26,04-02-2021,2021-02-04,,"Alkiviadou ke Arkadiou, Elefsina 192 00, Greece",38.0534091,23.5306168,ΕΛΕΥΣΙΝΑΣ,"Κ9-Ε1 (Ε Τάξη), Μ1-ΣΤ1 (ΣΤ Τάξη), Κ9-Β4 (Β Τάξη) από 26/1 έως και 4/2",2021-01-27,ΕΙΔΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΛΕΥΣΙΝΑΣ,9051469.0,"ΕΙΔΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΛΕΥΣΙΝΑΣ,ΟΔ. ΕΛΥΤΗ 2,ΕΛΕΥΣΙΝΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Ειδικά σχολεία & ΕΕΕΕΚ,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
