address,area,closed_to,date,formatted_add,label_info,lat,lng,notes,retrieval_date,school,search_coo,status,status_date
ΜΑΝΟΛΗ ΤΡΙΑΝΤΑΦΥΛΛΙΔΗ (ΠΕΡΙΟΧΗ ΣΤΡΕΜΠΕΝΙΩΤΗ),ΝΕΑΠΟΛΗΣ-ΣΥΚΕΩΝ,28-10-2020,2020-10-28,"Manoli Triantafillidi, Neapoli 567 28, Greece","Τμήματα Α3, Α4, Γ4, Γθ2Βιο & Γθ2Φχ",40.65487750000001,22.9437839,"Αναστέλλουν τη λειτουργία τους τα τμήματα Α3, Α4, Γ4, ΓΘ2ΒΙΟ & ΓΘ2ΦΧ",2020-10-22 11:22:06.616286,1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΠΟΛΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,"1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΠΟΛΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΜΑΝΟΛΗ ΤΡΙΑΝΤΑΦΥΛΛΙΔΗ (ΠΕΡΙΟΧΗ ΣΤΡΕΜΠΕΝΙΩΤΗ),ΝΕΑΠΟΛΗΣ-ΣΥΚΕΩΝ","Κλειστό, λόγω τοπικού lockdown",2020-11-07
ΔΩΔΕΚΑΤΟ ΧΛΜ ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΟΥΔΑΝΙΩΝ,ΘΕΣΣΑΛΟΝΙΚΗΣ,29-10-2020,2020-10-29,"ΘΕΣΣΑΛΟΝΙΚΗΣ-ΜΟΥΔΑΝΙΩΝ 12ο ΧΙΛ, Thermi 570 01, Greece","Τμήματα Α2, Α Αγγλικών Standard Και Α Γερμανικών Αρχαρίων",40.551586,23.002324,"Αναστέλλουν τη λειτουργία τους τα τμήματα Α2, Α Αγγλικών STANDARD και Α Γερμανικών Αρχαρίων",2020-10-22 11:22:06.616286,"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ "" ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΒΑΣΙΛΕΙΑΔΗ""","ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ "" ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΒΑΣΙΛΕΙΑΔΗ"",ΔΩΔΕΚΑΤΟ ΧΛΜ ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΟΥΔΑΝΙΩΝ,ΘΕΣΣΑΛΟΝΙΚΗΣ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΕΛΑΙΩΝΕΣ ΠΥΛΑΙΑΣ,ΠΥΛΑΙΑΣ-ΧΟΡΤΙΑΤΗ,29-10-2020,2020-10-29,"Peikon, Pilea 555 35, Greece",Τμήματα Γ3 Και Γ Υγείας,40.6049401,23.016501,Αναστέλλουν τη λειτουργία τους τα τμήματα Γ3 και Γ Υγείας,2020-10-22 11:22:06.616286,ΑΡΣΑΚΕΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ΤΗΣ Φ.Ε.,"ΑΡΣΑΚΕΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ΤΗΣ Φ.Ε.,ΕΛΑΙΩΝΕΣ ΠΥΛΑΙΑΣ,ΠΥΛΑΙΑΣ-ΧΟΡΤΙΑΤΗ","Κλειστό, λόγω τοπικού lockdown",2020-11-07
ΠΥΛΑΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ,29-10-2020,2020-10-29,"Tzon Kennenti 60, Pilea 555 35, Greece",Τμήματα Γενικής Παιδείας Και Προσανατολισμού Οικονομίας Και Πληροφορικής,40.5975471,23.0003981,Αναστέλλουν τη λειτουργία τους τα τμήματα Γενικής Παιδείας και Προσανατολισμού Οικονομίας και Πληροφορικής,2020-10-22 11:22:06.616286,2ο ΙΔΙΩΤΙΚΟ ΛΥΚΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗ - ΑΜΕΡΙΚΑΝΙΚΟ ΚΟΛΛΕΓΙΟ ΑΝΑΤΟΛΙΑ,"2ο ΙΔΙΩΤΙΚΟ ΛΥΚΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗ - ΑΜΕΡΙΚΑΝΙΚΟ ΚΟΛΛΕΓΙΟ ΑΝΑΤΟΛΙΑ,ΠΥΛΑΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ","Κλειστό, λόγω τοπικού lockdown",2020-11-07
ΚΑΡΑΜΑΝΛΗ - ΜΑΚΕΔΟΝΙΑΣ,ΚΑΛΑΜΑΡΙΑΣ,28-10-2020,2020-10-28,"Kon/nou Karamanli, Kalamaria 551 34, Greece",Τμήμα Α Οικονομίας-2 Α Έως Και 26-10-2020 Και Τα Τμήματα Α5 Και Α Γεωπονίας-3Β Έως Και 28-10-2020,40.5750865,22.967797,Αναστέλλει τη λειτουργία του το τμήμα Α Οικονομίας-2 Α έως και 26-10-2020 και τα τμήματα Α5 και Α Γεωπονίας-3Β έως και 28-10-2020,2020-10-22 11:22:06.616286,1ο ΕΠΑΛ ΚΑΛΑΜΑΡΙΑΣ,"1ο ΕΠΑΛ ΚΑΛΑΜΑΡΙΑΣ,ΚΑΡΑΜΑΝΛΗ - ΜΑΚΕΔΟΝΙΑΣ,ΚΑΛΑΜΑΡΙΑΣ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΚΑΤΣΙΜΗΔΟΥ 7,ΤΡΙΚΚΑΙΩΝ,03-11-2020,2020-11-03,"Trikala 421 32, Greece",Τμήματα Α1 Και Α2,39.5545694,21.7543419,Αναστέλλουν τη λειτουργία τους τα τμήματα Α1 και Α2,2020-10-22 11:22:06.616286,2ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΤΡΙΚΑΛΩΝ,"2ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΤΡΙΚΑΛΩΝ,ΚΑΤΣΙΜΗΔΟΥ 7,ΤΡΙΚΚΑΙΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΒΑΘΥΚΛΕΟΥΣ 1,ΤΡΙΚΚΑΙΩΝ,03-11-2020,2020-11-03,"Vathikleous, Trikala 421 00, Greece",Τμήμα Α2,39.5638102,21.776439,Αναστέλλει τη λειτουργία του το τμήμα Α2,2020-10-22 11:22:06.616286,1ο ΕΠΑΛ ΤΡΙΚΑΛΩΝ,"1ο ΕΠΑΛ ΤΡΙΚΑΛΩΝ,ΒΑΘΥΚΛΕΟΥΣ 1,ΤΡΙΚΚΑΙΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΤΑΣΟΥ ΛΕΙΒΑΔΙΤΗ 18,ΛΑΡΙΣΑΙΩΝ,03-11-2020,2020-11-03,"Tasou Livaditi 20, Larisa 413 35, Greece",Τμήμα Γ3,39.6174445,22.4109727,Αναστέλλει τη λειτουργία του το τμήμα Γ3,2020-10-22 11:22:06.616286,ΜΟΥΣΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ(ΓΥΜΝΑΣΙΟ-ΛΥΚΕΙΟ),"ΜΟΥΣΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ(ΓΥΜΝΑΣΙΟ-ΛΥΚΕΙΟ),ΤΑΣΟΥ ΛΕΙΒΑΔΙΤΗ 18,ΛΑΡΙΣΑΙΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΤΕΡΨΙΘΕΑ,ΛΑΡΙΣΑΙΩΝ,03-11-2020,2020-11-03,"Larissa, Greece",Τμήμα Β1,39.63902239999999,22.4191254,Αναστέλλει τη λειτουργία του το τμήμα Β1,2020-10-22 11:22:06.616286,ΙΔ. ΓΕΝ. ΛΥΚ. Ν. ΜΠΑΚΟΓΙΑΝΝΗ,"ΙΔ. ΓΕΝ. ΛΥΚ. Ν. ΜΠΑΚΟΓΙΑΝΝΗ,ΤΕΡΨΙΘΕΑ,ΛΑΡΙΣΑΙΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΣΙΚΕΛΙΑΝΟΥ ΚΑΙ ΚΑΡΛΑΣ,ΛΑΡΙΣΑΙΩΝ,03-11-2020,2020-11-03,"και, Κάρλας και Σικελιανού, Larisa 413 36, Greece",Τμήματα Γ1 Και Γ Πληροφορικής,39.6280649,22.4502987,Αναστέλλουν τη λειτουργία τους τα τμήματα Γ1 και Γ Πληροφορικής,2020-10-22 11:22:06.616286,4ο ΕΠΑΛ ΛΑΡΙΣΑΣ,"4ο ΕΠΑΛ ΛΑΡΙΣΑΣ,ΣΙΚΕΛΙΑΝΟΥ ΚΑΙ ΚΑΡΛΑΣ,ΛΑΡΙΣΑΙΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΧΡΗΣΤΟΥ ΚΑΤΣΑΡΗ 11,ΙΩΑΝΝΙΤΩΝ,03-11-2020,2020-11-03,"Χρ. Κατσάρη 11, Ioannina 452 21, Greece",Τμήμα Δ1,39.6645049,20.8574528,Αναστέλλει τη λειτουργία του το τμήμα Δ1,2020-10-22 11:22:06.616286,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΩΑΝΝΙΝΩΝ - ΜΑΡΟΥΤΣΕΙΟ,"3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΩΑΝΝΙΝΩΝ - ΜΑΡΟΥΤΣΕΙΟ,ΧΡΗΣΤΟΥ ΚΑΤΣΑΡΗ 11,ΙΩΑΝΝΙΤΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΠΛΑΤ.ΑΡΧΙΕΠΙΣΚΟΠΟΥ ΣΠΥΡΙΔΩΝΟΣ,ΙΩΑΝΝΙΤΩΝ,03-11-2020,2020-11-03,"Elis. Kastrisoia 26, Ioannina 454 44, Greece",Τμήμα Α2 Έως Και 21-10-2020 Και Τα Τμήματα Γ4 Και Γ Οικ. Έως Και 03-11-2020,39.6713488,20.8466402,Αναστέλλει τη λειτουργία του το τμήμα Α2 έως και 21-10-2020 και τα τμήματα Γ4 και Γ Οικ. έως και 03-11-2020,2020-10-22 11:22:06.616286,ΠΡΟΤΥΠΟ ΛΥΚΕΙΟ ΖΩΣΙΜΑΙΑΣ ΣΧΟΛΗΣ ΙΩΑΝΝΙΝΩΝ,"ΠΡΟΤΥΠΟ ΛΥΚΕΙΟ ΖΩΣΙΜΑΙΑΣ ΣΧΟΛΗΣ ΙΩΑΝΝΙΝΩΝ,ΠΛΑΤ.ΑΡΧΙΕΠΙΣΚΟΠΟΥ ΣΠΥΡΙΔΩΝΟΣ,ΙΩΑΝΝΙΤΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΠΛΑΤΕΙΑ   ΝΤΟΛΤΣΟΥ,ΚΑΣΤΟΡΙΑΣ,30-10-2020,2020-10-30,"Kastoria 521 00, Greece",Στ' Ταξη,40.5191245,21.2719607,ΑΝΑΣΤΟΛΗ ΛΕΙΤΟΥΡΓΙΑΣ ΣΤ' ΤΑΞΗΣ,2020-10-22 11:22:06.616286,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΣΤΟΡΙΑΣ,"7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΣΤΟΡΙΑΣ,ΠΛΑΤΕΙΑ   ΝΤΟΛΤΣΟΥ,ΚΑΣΤΟΡΙΑΣ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΠΑΡΟΔΟΣ ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ,ΠΗΝΕΙΟΥ,03-11-2020,2020-11-03,"Gastouni 273 00, Greece",Τμήμα Β1,37.8478993,21.2551764,Αναστέλλει τη λειτουργία του το τμήμα Β1,2020-10-22 11:22:06.616286,ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΓΑΣΤΟΥΝΗΣ ΗΛΕΙΑΣ,"ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΓΑΣΤΟΥΝΗΣ ΗΛΕΙΑΣ,ΠΑΡΟΔΟΣ ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ,ΠΗΝΕΙΟΥ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΠΑΡΟΔΟΣ ΑΜΠΕΛΩΝΩΝ 2,ΠΑΤΡΕΩΝ,02-11-2020,2020-11-02,"Ampelonon 2, Patra 263 34, Greece","Τμήματα Β1, Β2, Β3, Β4 Και Γ3",38.1887864,21.7220079,"Αναστέλλουν τη λειτουργία τους τα τμήματα Β1, Β2, Β3, Β4 και Γ3",2020-10-22 11:22:06.616286,ΓΥΜΝΑΣΙΟ ΟΒΡΥΑΣ ΠΑΤΡΩΝ ΑΧΑΪΑΣ,"ΓΥΜΝΑΣΙΟ ΟΒΡΥΑΣ ΠΑΤΡΩΝ ΑΧΑΪΑΣ,ΠΑΡΟΔΟΣ ΑΜΠΕΛΩΝΩΝ 2,ΠΑΤΡΕΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΕΛΛΗΝΟΣ ΣΤΡΑΤΙΩΤΟΥ ΚΑΙ ΑΓΙΑΣ ΣΟΦΙΑΣ,ΠΑΤΡΕΩΝ,29-10-2020,2020-10-29,"Ellinos Stratou ke Agias Sofias, Patra 262 23, Greece",Τμήμα Γ1,38.2571244,21.7411587,Αναστέλλει τη λειτουργία του το τμήμα Γ1,2020-10-22 11:22:06.616286,1ο ΓΥΜΝΑΣΙΟ ΠΑΤΡΩΝ,"1ο ΓΥΜΝΑΣΙΟ ΠΑΤΡΩΝ,ΕΛΛΗΝΟΣ ΣΤΡΑΤΙΩΤΟΥ ΚΑΙ ΑΓΙΑΣ ΣΟΦΙΑΣ,ΠΑΤΡΕΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΑΝΘΟΥΠΟΛΗ ΠΑΤΡΩΝ,ΠΑΤΡΕΩΝ,29-10-2020,2020-10-29,"Πανεπιστημίου και Αλεξανδρουπόλεως, Patra 264 43, Greece",Τμήμα Γ2,38.2622036,21.7527292,Αναστέλλει τη λειτουργία του το τμήμα Γ2,2020-10-22 11:22:06.616286,15ο ΓΥΜΝΑΣΙΟ ΠΑΤΡΩΝ,"15ο ΓΥΜΝΑΣΙΟ ΠΑΤΡΩΝ,ΑΝΘΟΥΠΟΛΗ ΠΑΤΡΩΝ,ΠΑΤΡΕΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΜΕΡΑΡΧΙΑΣ ΣΕΡΡΩΝ 1,ΚΟΜΟΤΗΝΗΣ,30-10-2020,2020-10-30,"Nik. Plastira 69, Komotini 691 00, Greece",,41.1167485,25.3887763,,2020-10-22 11:22:06.616286,ΕΙΔΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ ΚΟΜΟΤΗΝΗΣ,"ΕΙΔΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ ΚΟΜΟΤΗΝΗΣ,ΜΕΡΑΡΧΙΑΣ ΣΕΡΡΩΝ 1,ΚΟΜΟΤΗΝΗΣ",Επαναλειτουργία σχολείου,2020-11-07
ΜΕΡ. ΣΕΡΡΩΝ 1,ΚΟΜΟΤΗΝΗΣ,30-10-2020,2020-10-30,"Nik. Plastira 69, Komotini 691 00, Greece",,41.1167485,25.3887763,,2020-10-22 11:22:06.616286,ΕΙΔΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΜΟΤΗΝΗΣ - ΕΙΔΙΚΟ ΣΧΟΛΕΙΟ ΚΟΜΟΤΗΝΗΣ,"ΕΙΔΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΜΟΤΗΝΗΣ - ΕΙΔΙΚΟ ΣΧΟΛΕΙΟ ΚΟΜΟΤΗΝΗΣ,ΜΕΡ. ΣΕΡΡΩΝ 1,ΚΟΜΟΤΗΝΗΣ",Επαναλειτουργία σχολείου,2020-11-07
14ης ΜΑΪΟΥ ΤΕΡΜΑ,ΚΟΜΟΤΗΝΗΣ,30-10-2020,2020-10-30,"14is Maiou 27, Komotini 691 00, Greece",Τμήμα Α3,41.120998,25.394274,Αναστέλλει τη λειτουργία του το τμήμα Α3,2020-10-22 11:22:06.616286,3ο ΓΥΜΝΑΣΙΟ ΚΟΜΟΤΗΝΗΣ ΡΟΔΟΠΗΣ,"3ο ΓΥΜΝΑΣΙΟ ΚΟΜΟΤΗΝΗΣ ΡΟΔΟΠΗΣ,14ης ΜΑΪΟΥ ΤΕΡΜΑ,ΚΟΜΟΤΗΝΗΣ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
Π. ΡΑΛΛΗ ΚΑΙ ΚΥΠΡΟΥ,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ Ι. ΡΕΝΤΗ,02-11-2020,2020-11-02,"Kiprou 61-65, Nikea 184 51, Greece",Στ' Ταξη,37.9679074,23.64355410000001,ΑΝΑΣΤΟΛΗ ΛΕΙΤΟΥΡΓΙΑΣ ΣΤ' ΤΑΞΗΣ,2020-10-22 11:22:06.616286,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΙΚΑΙΑΣ,"2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΙΚΑΙΑΣ,Π. ΡΑΛΛΗ ΚΑΙ ΚΥΠΡΟΥ,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ Ι. ΡΕΝΤΗ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΒΟΥΛΓΑΡΟΚΤΟΝΟΥ ΤΕΡΜΑ,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ Ι. ΡΕΝΤΗ,03-11-2020,2020-11-03,"Vasiliou Voulgaroktonou ke Solaka, Nikea Agios Ioannis Rentis 184 52, Greece",Ε' Ταξη,37.9871047,23.6330054,ΑΝΑΣΤΟΛΗ ΛΕΙΤΟΥΡΓΙΑΣ Ε' ΤΑΞΗΣ,2020-10-22 11:22:06.616286,20ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΙΚΑΙΑΣ,"20ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΙΚΑΙΑΣ,ΒΟΥΛΓΑΡΟΚΤΟΝΟΥ ΤΕΡΜΑ,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ Ι. ΡΕΝΤΗ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΣΟΛΩΝΟΣ 5-7,ΓΛΥΦΑΔΑΣ,01-11-2020,2020-11-01,"Solonos 5, Glifada 166 75, Greece",Τμήμα Β2,37.8682475,23.7516849,Αναστέλλει τη λειτουργία του το τμήμα Β2,2020-10-22 11:22:06.616286,13ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΦΑΔΑΣ,"13ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΦΑΔΑΣ,ΣΟΛΩΝΟΣ 5-7,ΓΛΥΦΑΔΑΣ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 81,ΧΑΪΔΑΡΙΟΥ,30-10-2020,2020-10-30,"Ir. Politechniou 81, Chaidari 124 62, Greece",Τμήμα Δ1,38.0171773,23.6517659,Αναστέλλει τη λειτουργία του το τμήμα Δ1,2020-10-22 11:22:06.616286,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΪΔΑΡΙΟΥ,"1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΪΔΑΡΙΟΥ,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 81,ΧΑΪΔΑΡΙΟΥ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
25ης ΜΑΡΤΙΟΥ 2,ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ,30-10-2020,2020-10-30,"25is Martiou 2, Filothei Psichiko 154 51, Greece",Τμήμα Γ2,38.0032086,23.784002,Αναστέλλει τη λειτουργία του το τμήμα Γ2,2020-10-22 11:22:06.616286,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΟΥ ΨΥΧΙΚΟΥ,"2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΟΥ ΨΥΧΙΚΟΥ,25ης ΜΑΡΤΙΟΥ 2,ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΚΡΗΤΗΣ 77,ΝΕΑΣ ΙΩΝΙΑΣ,30-10-2020,2020-10-30,"Kritis 77, Nea Ionia 142 31, Greece",Τμήμα Δ2,38.0416524,23.75078,Αναστέλλει τη λειτουργία του το τμήμα Δ2,2020-10-22 11:22:06.616286,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΙΩΝΙΑΣ,"1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΙΩΝΙΑΣ,ΚΡΗΤΗΣ 77,ΝΕΑΣ ΙΩΝΙΑΣ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΑΝΔΡΙΤΣΑΙΝΗΣ 15,ΑΧΑΡΝΩΝ,30-10-2020,2020-10-30,"Λουντέμη Μενέλαου, Αυλίζα - Αγία Μαύρα, Acharnes 136 72, Greece","Τμήμα Α1 Έως Και 29-10-2020 Και Τα Τμήματα Δ, Στ1, Στ2 Και Ολοήμερο Παρασκευής Έως Και 30-10-2020",38.0772586,23.7264836,"Αναστέλλει τη λειτουργία του το τμήμα Α1 έως και 29-10-2020 και τα τμήματα Δ, ΣΤ1, ΣΤ2 και Ολοήμερο Παρασκευής έως και 30-10-2020",2020-10-22 11:22:06.616286,23ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,"23ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,ΑΝΔΡΙΤΣΑΙΝΗΣ 15,ΑΧΑΡΝΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΙΟΝΙΩΝ ΝΗΣΩΝ 35 - ΥΜΗΤΤΌΣ,ΗΛΙΟΥΠΟΛΕΩΣ,29-10-2020,2020-10-29,"Ionion Nison 35, Imittos 172 37, Greece",Τμήματα Γ1 Και Ολοήμερο Του Γ1,37.9505719,23.75386360000001,Αναστέλλουν τη λειτουργία τους τα τμήματα Γ1 και Ολοήμερο του Γ1,2020-10-22 11:22:06.616286,9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,"9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ 35 - ΥΜΗΤΤΌΣ,ΗΛΙΟΥΠΟΛΕΩΣ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΛΑΓΟΥΜΙΤΖΗ 55,ΑΘΗΝΑΙΩΝ,03-11-2020,2020-11-03,"Lagoumitzi 55, Athina 117 45, Greece",Τμήμα Ένταξης,37.956963,23.7238591,Αναστέλλει τη λειτουργία του το τμήμα Ένταξης,2020-10-22 11:22:06.616286,94ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,"94ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,ΛΑΓΟΥΜΙΤΖΗ 55,ΑΘΗΝΑΙΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΒΑΚΧΟΥ ΚΑΙ ΗΡΑΚΛΕΟΥΣ 21,ΗΛΙΟΥΠΟΛΕΩΣ,29-10-2020,2020-10-29,"Irakleous 23, Ilioupoli 163 45, Greece",Τμήμα 3,37.9420636,23.753889,Αναστέλλει τη λειτουργία του το υποχρεωτικό τμήμα 3,2020-10-22 11:22:06.616286,7ο ΝΗΠΙΑΓΩΓΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,"7ο ΝΗΠΙΑΓΩΓΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,ΒΑΚΧΟΥ ΚΑΙ ΗΡΑΚΛΕΟΥΣ 21,ΗΛΙΟΥΠΟΛΕΩΣ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΑΙΜΟΝΟΣ ΚΑΙ ΤΗΛΕΦΑΝΟΥΣ,ΑΘΗΝΑΙΩΝ,29-10-2020,2020-10-29,"Athens 104 42, Greece",Τμήμα Α2,37.9947153,23.7097491,Αναστέλλει τη λειτουργία του το τμήμα Α2,2020-10-22 11:22:06.616286,60ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,"60ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,ΑΙΜΟΝΟΣ ΚΑΙ ΤΗΛΕΦΑΝΟΥΣ,ΑΘΗΝΑΙΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
"Παπαναστασίου & Μετσόβου, Κόκκινος Μύλος",ΑΧΑΡΝΩΝ,30-10-2020,2020-10-30,"Παπαναστασίου και Μετσόβου, Acharnes 136 71, Greece",Τμήμα Α3 Ειδικότητα Προπονητής Αθλημάτων,38.0550986,23.7351197,Αναστέλλει τη λειτουργία του το τμήμα Α3 Ειδικότητα Προπονητής Αθλημάτων,2020-10-22 11:22:06.616286,ΙΕΚ ΑΧΑΡΝΩΝ,"ΙΕΚ ΑΧΑΡΝΩΝ,Παπαναστασίου & Μετσόβου, Κόκκινος Μύλος,ΑΧΑΡΝΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΠΙΝΔΟΥ ΚΑΙ ΑΛΙΑΚΜΟΝΟΣ,ΦΥΛΗΣ,02-11-2020,2020-11-02,"Τεμπών, Pindou &, Ano Liosia 133 41, Greece",Τμήμα Β1,38.0901071,23.7103803,Αναστέλλει τη λειτουργία του το τμήμα Β1,2020-10-22 11:22:06.616286,2ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΝΩ ΛΙΟΣΙΩΝ,"2ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΝΩ ΛΙΟΣΙΩΝ,ΠΙΝΔΟΥ ΚΑΙ ΑΛΙΑΚΜΟΝΟΣ,ΦΥΛΗΣ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
